ST_CASE,YEAR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
290033,1990,0,0,0,0,0,0,0,0,0,0
290034,1990,6,0,0,0,0,0,0,0,0,0
290035,1990,4,0,0,13,0,0,0,0,0,0
290036,1990,20,30,0,0,5,0,9,20,11,0
290037,1990,15,15,15,15,15,15,15,15,15,15
290038,1990,10,0,0,26,9,18,5,4,18,19
290039,1990,12,12,12,12,12,18,12,12,12,12
290040,1990,13,13,13,13,13,13,13,13,13,13
290041,1990,17,0,0,0,0,0,0,0,11,0
290042,1990,19,19,19,19,19,19,19,19,19,19
290043,1990,10,0,11,0,0,0,0,0,12,0
290044,1990,10,9,3,22,17,31,7,10,24,12
290045,1990,0,0,3,0,0,0,0,15,0,0
290046,1990,19,19,19,19,19,19,19,19,19,20
290047,1990,0,0,0,0,0,0,0,0,0,11
290048,1990,0,0,0,0,16,0,0,0,0,9
290049,1990,6,8,9,22,4,10,0,17,11,18
290050,1990,0,0,0,0,0,0,0,0,0,0
290051,1990,32,0,22,5,0,0,29,26,12,0
290052,1990,10,10,0,0,26,17,29,0,18,22
290053,1990,0,0,0,0,0,0,0,0,0,0
290054,1990,28,27,11,20,23,23,18,14,29,16
290055,1990,32,32,32,32,32,32,32,32,32,32
290056,1990,37,37,37,37,37,37,37,37,37,37
290057,1990,0,0,15,0,0,0,0,0,0,0
290058,1990,0,0,29,0,0,0,0,0,10,0
290059,1990,0,0,0,0,0,0,12,0,0,0
290060,1990,16,16,17,16,16,16,16,16,16,16
290061,1990,37,37,37,37,37,37,37,37,37,37
290062,1990,4,4,4,4,4,4,4,4,4,4
290063,1990,0,0,0,0,0,0,0,0,0,0
290064,1990,0,0,0,0,0,0,0,0,0,0
290065,1990,0,0,0,0,0,0,0,0,0,0
290066,1990,0,19,21,13,0,0,0,0,0,7
290067,1990,0,0,0,0,33,6,26,0,0,22
290068,1990,0,0,0,0,0,0,0,0,0,0
290069,1990,13,13,13,13,13,13,13,13,13,13
290070,1990,0,0,0,0,0,0,0,0,0,0
290071,1990,10,10,10,10,10,10,10,10,10,10
290072,1990,0,0,0,8,0,0,0,5,0,4
290073,1990,0,0,0,0,0,0,0,0,0,0
290074,1990,0,0,0,0,0,18,0,0,0,0
290075,1990,0,0,0,0,0,6,0,0,0,0
290076,1990,1,1,1,1,1,1,1,1,1,1
290077,1990,17,17,17,17,17,17,17,17,17,23
290079,1990,26,26,26,26,26,26,26,26,26,26
290080,1990,29,29,29,29,29,29,29,29,29,29
290081,1990,18,3,3,3,3,3,3,3,3,3
290082,1990,16,16,16,16,16,16,16,16,16,16
290083,1990,2,2,15,2,2,2,2,2,2,2
290084,1990,33,33,33,33,33,33,33,33,33,33
290085,1990,21,21,21,21,21,21,21,21,21,21
290086,1990,0,0,0,0,0,19,0,0,0,0
290087,1990,17,16,14,10,28,23,28,22,20,12
290088,1990,9,0,14,0,0,0,0,0,0,0
290089,1990,0,0,0,0,0,0,0,0,0,0
290090,1990,24,24,24,24,32,24,24,24,24,24
290091,1990,5,0,0,14,4,7,20,0,0,0
290092,1990,23,23,23,23,23,23,25,23,23,23
290093,1990,8,0,18,14,25,12,25,32,27,21
290094,1990,17,17,17,17,17,17,17,17,17,17
290095,1990,0,0,8,0,0,0,0,9,9,0
290096,1990,0,5,0,0,0,0,0,0,14,0
290097,1990,19,0,25,10,25,12,8,17,12,26
290098,1990,0,0,0,0,0,0,0,0,0,0
290099,1990,17,7,7,7,7,7,7,7,7,16
290100,1990,0,0,0,0,0,0,0,0,0,0
290101,1990,0,12,0,0,0,0,0,10,0,0
290102,1990,0,0,0,15,0,0,0,26,0,21
290103,1990,0,0,0,0,0,0,0,0,0,0
290104,1990,0,0,16,10,21,12,0,0,16,18
290105,1990,15,15,15,15,15,15,15,15,15,15
290106,1990,0,11,20,13,0,12,0,0,0,0
290107,1990,0,0,0,10,0,0,0,0,0,0
290108,1990,18,14,12,8,31,17,14,18,27,23
290109,1990,0,23,0,9,3,0,25,19,0,19
290110,1990,4,4,4,4,4,4,4,4,4,4
290111,1990,7,9,0,0,0,0,0,0,0,3
290112,1990,0,0,0,0,0,0,0,0,0,24
290113,1990,17,17,17,17,17,17,17,17,17,17
290114,1990,0,0,0,0,0,0,0,0,0,0
290115,1990,10,0,16,0,0,0,0,0,0,0
290116,1990,0,0,0,0,0,0,0,0,0,0
290117,1990,0,0,0,12,0,0,0,0,0,0
290118,1990,0,0,0,0,0,0,0,0,0,0
290119,1990,0,0,0,0,0,0,0,0,0,0
290120,1990,26,14,15,0,15,0,19,21,25,0
290121,1990,23,0,0,10,0,0,0,0,0,4
290122,1990,0,0,0,0,0,0,10,0,0,0
290123,1990,0,0,0,0,0,0,0,0,0,0
290124,1990,29,20,25,23,21,18,11,7,15,29
290125,1990,25,25,25,25,25,25,25,25,25,25
290126,1990,22,22,22,22,22,22,22,22,22,22
290127,1990,15,2,18,8,9,0,12,0,27,20
290128,1990,14,14,14,14,14,14,14,14,14,14
290129,1990,1,1,1,1,1,1,1,1,1,1
290130,1990,0,0,18,4,10,19,0,0,19,0
290131,1990,12,12,12,12,12,12,12,12,12,12
290132,1990,0,0,0,0,0,0,0,0,0,0
290133,1990,11,11,11,11,11,11,11,11,11,11
290134,1990,0,0,0,0,3,0,0,0,0,0
290135,1990,0,0,0,0,0,26,0,0,0,0
290136,1990,0,0,5,0,0,0,14,0,0,0
290137,1990,0,0,0,0,0,0,0,0,0,0
290138,1990,21,21,21,21,21,21,21,21,21,21
290139,1990,8,24,0,18,17,40,35,24,15,8
290140,1990,0,0,0,0,27,0,0,0,0,0
290141,1990,0,0,0,0,0,0,0,0,0,0
290142,1990,25,25,25,25,25,25,25,25,25,25
290143,1990,11,0,0,0,0,0,15,0,19,0
290144,1990,18,18,18,18,18,18,18,18,18,18
290145,1990,21,11,18,4,10,13,8,12,21,12
290146,1990,20,31,23,15,35,13,10,15,31,29
290147,1990,0,0,9,0,0,22,22,0,0,11
290148,1990,9,8,0,16,13,25,0,25,9,17
290149,1990,19,0,0,0,0,0,0,0,0,0
290150,1990,0,0,0,11,0,0,0,0,0,0
290151,1990,26,26,26,26,26,26,26,26,26,26
290152,1990,0,0,0,0,8,0,0,7,0,0
290153,1990,14,0,0,0,0,0,0,0,0,0
290154,1990,16,16,16,16,16,16,16,16,16,16
290155,1990,0,0,0,0,0,9,0,0,11,0
290156,1990,19,0,0,0,0,0,0,0,0,0
290157,1990,0,0,0,0,0,0,0,0,0,0
290158,1990,3,40,27,26,18,18,30,0,0,0
290159,1990,0,0,0,0,0,0,0,0,0,14
290160,1990,5,5,5,5,5,5,5,5,5,5
290161,1990,0,0,3,0,0,0,0,0,0,0
290162,1990,0,0,0,0,0,0,0,0,13,0
290163,1990,0,0,0,0,0,0,0,0,0,0
290164,1990,35,23,18,0,11,9,10,24,9,20
290165,1990,19,0,0,2,0,0,7,0,0,28
290166,1990,24,24,24,24,24,24,24,24,24,24
290167,1990,0,0,0,0,0,0,0,0,0,0
290168,1990,14,0,0,0,0,0,0,0,0,6
290169,1990,9,0,22,29,7,0,17,0,0,12
290170,1990,9,18,11,23,0,11,17,11,14,10
290171,1990,34,28,28,28,28,28,28,28,28,28
290172,1990,0,0,0,0,0,0,0,0,0,0
290173,1990,0,8,0,22,0,0,0,13,31,0
290174,1990,23,23,23,23,23,23,23,23,23,23
290175,1990,21,18,31,7,8,17,26,22,18,16
290176,1990,0,0,0,0,0,0,0,0,0,0
290177,1990,0,0,0,0,0,0,0,0,0,0
290178,1990,31,31,31,31,31,31,31,31,31,31
290179,1990,0,0,0,0,0,0,0,0,0,14
290180,1990,0,0,10,0,0,13,0,0,0,34
290181,1990,0,12,11,11,16,27,0,11,0,18
290182,1990,29,22,0,19,23,9,21,25,14,20
290183,1990,27,12,19,12,40,14,0,21,10,10
290184,1990,0,0,0,16,0,0,0,0,0,0
290185,1990,13,26,8,12,8,8,9,26,14,23
290186,1990,0,14,27,0,0,3,33,30,34,33
290187,1990,14,24,10,21,15,16,21,46,49,16
290188,1990,0,0,0,23,0,0,0,0,0,0
290189,1990,17,21,29,22,26,17,3,24,17,12
290190,1990,18,18,18,18,18,18,18,18,18,18
290191,1990,0,16,0,0,0,0,0,0,0,0
290192,1990,27,6,18,25,6,6,14,6,6,17
290193,1990,0,0,0,0,0,0,0,0,22,0
290194,1990,2,2,2,2,2,2,2,2,2,2
290195,1990,31,18,0,0,0,0,0,0,0,5
290196,1990,0,0,0,0,0,0,0,0,0,0
290197,1990,13,0,15,28,10,21,7,21,20,7
290198,1990,21,21,21,21,21,21,21,21,21,21
290200,1990,16,24,23,20,31,15,6,2,20,18
290201,1990,0,0,0,0,0,0,0,0,0,0
290202,1990,0,11,8,37,14,0,0,0,26,0
290203,1990,0,0,0,0,0,0,0,0,0,0
290204,1990,17,14,23,20,23,25,17,36,21,25
290205,1990,18,18,18,18,18,18,18,18,18,18
290206,1990,14,14,14,14,14,14,14,14,14,14
290207,1990,2,2,2,2,2,2,2,2,2,2
290208,1990,9,0,0,0,0,0,0,0,0,0
290209,1990,10,13,0,17,12,15,10,15,0,44
290210,1990,15,15,15,15,15,15,15,15,15,15
290211,1990,0,0,0,0,0,0,0,0,0,0
290212,1990,0,0,17,21,0,33,29,0,0,0
290213,1990,28,28,28,28,28,28,28,28,28,28
290214,1990,9,13,14,11,8,6,9,10,7,19
290215,1990,13,19,29,0,27,13,0,16,27,0
290216,1990,25,25,25,25,25,25,25,25,25,25
290217,1990,16,16,16,16,16,16,16,16,16,16
290218,1990,25,38,21,12,17,20,22,9,19,19
290219,1990,0,0,0,0,0,0,0,0,0,0
290220,1990,0,11,17,12,0,12,0,0,15,18
290221,1990,0,0,26,18,11,13,0,0,14,26
290222,1990,0,0,0,5,17,0,5,0,0,0
290223,1990,0,0,0,0,0,0,0,0,0,0
290224,1990,11,11,11,11,11,11,11,11,11,11
290225,1990,26,26,26,26,26,26,26,26,26,26
290226,1990,14,14,25,13,6,9,0,27,36,20
290227,1990,4,4,4,4,4,4,4,4,4,4
290228,1990,0,0,0,0,0,0,0,0,0,0
290229,1990,0,10,0,0,0,0,0,7,0,23
290230,1990,0,0,0,0,0,0,0,0,0,0
290231,1990,23,23,23,23,23,23,23,23,23,23
290232,1990,27,27,27,27,27,27,27,27,27,27
290233,1990,0,0,12,0,0,0,0,4,0,0
290234,1990,0,0,0,0,0,0,0,0,0,0
290235,1990,0,21,25,18,37,15,0,19,13,21
290236,1990,0,0,0,0,0,0,0,0,0,0
290237,1990,3,3,3,3,3,3,3,3,3,3
290238,1990,0,16,23,13,10,22,20,11,14,21
290239,1990,0,0,0,0,0,8,0,14,0,0
290240,1990,15,15,15,15,15,15,15,15,15,15
290241,1990,7,0,9,0,18,0,0,18,24,24
290242,1990,24,16,14,11,9,20,5,22,12,12
290243,1990,25,14,0,0,0,22,0,0,0,0
290244,1990,18,0,0,0,0,4,0,12,9,0
290245,1990,13,13,13,13,13,13,13,13,13,13
290246,1990,16,16,16,16,16,16,16,16,16,16
290247,1990,26,26,26,26,26,26,26,26,26,26
290248,1990,0,11,0,0,0,0,35,29,0,2
290249,1990,0,13,10,13,16,36,14,0,8,0
290250,1990,20,0,0,9,0,0,0,0,0,0
290251,1990,0,0,0,0,0,31,0,0,20,0
290252,1990,0,0,0,0,0,0,0,0,0,0
290253,1990,10,10,10,10,24,10,11,22,18,22
290254,1990,0,0,0,0,0,0,0,0,24,0
290255,1990,12,0,0,0,0,0,0,0,0,0
290256,1990,25,27,16,22,17,12,25,0,32,32
290257,1990,0,0,0,0,0,0,0,0,0,0
290258,1990,0,0,0,0,0,0,0,0,0,0
290259,1990,6,0,12,23,9,0,0,28,0,0
290260,1990,24,0,0,0,15,9,0,5,29,9
290261,1990,24,23,24,21,21,21,21,21,21,21
290262,1990,0,0,0,0,0,0,0,0,0,0
290263,1990,0,0,17,0,0,0,0,0,0,0
290264,1990,0,0,0,0,0,8,0,0,0,0
290265,1990,0,0,0,0,0,0,31,0,0,8
290266,1990,8,8,8,8,8,8,8,8,8,8
290267,1990,0,27,6,0,0,0,0,0,0,0
290268,1990,5,5,5,5,5,5,5,5,5,5
290269,1990,21,0,0,0,0,9,0,0,19,0
290270,1990,22,19,20,17,15,22,17,13,17,18
290271,1990,22,7,11,0,9,13,23,9,0,0
290272,1990,9,27,7,11,14,9,30,22,4,21
290273,1990,0,0,0,0,0,3,0,16,0,0
290274,1990,0,0,0,0,0,7,0,0,0,0
290275,1990,0,0,42,19,0,0,0,14,0,20
290276,1990,0,0,0,0,0,0,0,0,0,0
290277,1990,19,24,9,23,19,13,17,35,7,8
290278,1990,26,17,26,13,22,17,16,0,10,7
290279,1990,28,28,28,28,28,28,28,28,28,28
290280,1990,6,9,16,26,14,15,17,10,20,12
290281,1990,17,29,0,20,0,0,9,24,20,18
290282,1990,13,18,23,19,16,8,34,15,28,22
290283,1990,0,0,0,0,0,0,9,0,0,0
290284,1990,0,0,0,0,0,0,0,0,0,0
290285,1990,0,0,0,0,0,0,0,0,0,0
290286,1990,35,17,0,0,0,21,0,13,0,8
290287,1990,0,9,0,0,4,0,0,15,0,0
290288,1990,0,9,6,12,3,0,0,0,9,7
290289,1990,0,0,0,0,0,0,0,0,0,27
290290,1990,21,17,24,28,18,13,0,4,17,16
290291,1990,29,29,29,29,29,29,29,29,29,29
290292,1990,12,23,25,14,19,19,12,26,18,5
290293,1990,6,6,6,6,6,6,6,6,6,6
290294,1990,0,0,0,0,0,0,0,0,0,0
290295,1990,19,19,19,19,19,19,19,19,19,19
290296,1990,19,32,42,25,56,36,14,18,29,0
290297,1990,27,28,15,16,30,26,35,21,25,33
290298,1990,0,0,0,0,0,0,0,0,0,0
290299,1990,0,28,11,12,15,5,3,8,19,19
290300,1990,14,14,14,14,14,14,14,14,14,14
290301,1990,7,7,7,7,7,7,7,7,7,7
290302,1990,36,36,36,36,36,36,36,36,36,36
290303,1990,0,0,0,0,0,0,0,0,0,0
290304,1990,0,0,0,10,0,0,0,0,0,0
290305,1990,27,3,9,19,7,0,0,0,29,28
290306,1990,2,2,2,2,2,2,2,2,2,2
290307,1990,33,32,18,15,21,10,18,26,35,10
290308,1990,14,14,14,14,14,14,14,14,14,14
290309,1990,27,12,8,17,0,5,31,11,26,14
290310,1990,27,27,27,27,27,27,27,27,27,27
290311,1990,0,31,13,10,0,19,0,3,0,0
290312,1990,22,15,17,15,6,29,18,14,19,12
290313,1990,18,18,18,18,18,18,18,18,18,18
290314,1990,0,6,15,0,2,5,9,0,15,0
290315,1990,0,29,7,20,0,0,19,0,0,0
290316,1990,0,8,18,0,8,0,0,0,11,16
290317,1990,18,18,18,18,18,18,18,18,18,18
290318,1990,12,12,12,16,12,12,12,12,24,12
290319,1990,20,16,16,16,21,16,16,16,18,27
290320,1990,0,0,0,0,0,0,0,0,0,0
290321,1990,0,0,0,0,24,24,0,4,0,9
290322,1990,0,0,0,0,0,0,0,0,0,0
290323,1990,28,28,28,28,28,28,28,28,28,28
290324,1990,0,0,0,0,0,0,9,0,0,0
290325,1990,0,0,0,0,0,0,0,0,0,0
290326,1990,6,6,6,6,6,6,6,6,6,6
290327,1990,12,13,0,6,0,0,0,15,0,0
290328,1990,6,15,0,22,15,9,15,15,13,0
290329,1990,9,15,27,0,0,0,24,7,6,0
290330,1990,0,25,13,0,0,9,20,0,29,4
290331,1990,0,0,0,0,0,0,0,0,0,0
290332,1990,28,28,28,28,28,28,28,28,28,28
290333,1990,15,13,12,12,18,13,12,12,12,13
290334,1990,13,0,0,0,0,34,0,0,14,0
290335,1990,13,13,13,13,13,13,13,13,13,13
290336,1990,23,0,0,0,0,0,0,0,0,0
290337,1990,0,0,0,0,0,0,0,0,0,11
290338,1990,26,23,41,18,11,12,10,16,19,30
290339,1990,14,20,7,10,0,14,0,0,0,10
290340,1990,0,0,0,0,0,0,0,0,0,0
290341,1990,12,0,0,0,0,0,0,0,0,5
290342,1990,0,0,0,0,0,0,21,0,0,0
290343,1990,0,10,22,12,13,0,30,0,20,28
290344,1990,0,21,0,0,0,0,0,0,0,10
290345,1990,0,0,0,22,0,0,0,0,0,0
290346,1990,13,17,15,0,22,15,0,15,9,24
290347,1990,10,10,10,10,10,10,10,10,10,10
290348,1990,8,8,8,8,8,8,8,8,8,8
290349,1990,0,0,9,0,0,0,0,0,0,0
290350,1990,0,0,0,0,0,0,0,0,0,0
290351,1990,19,7,26,8,18,22,11,17,0,20
290352,1990,18,0,0,0,0,0,0,18,19,8
290353,1990,12,27,0,19,13,20,20,12,15,8
290354,1990,0,0,0,15,0,0,0,0,0,0
290355,1990,0,0,0,0,0,0,0,0,0,0
290356,1990,4,0,0,0,0,0,0,0,11,12
290357,1990,5,5,5,5,5,5,5,5,5,5
290358,1990,0,0,0,13,0,0,0,0,0,0
290359,1990,0,0,0,0,0,0,0,0,0,0
290360,1990,22,22,22,22,22,22,22,22,22,22
290361,1990,0,0,0,3,0,0,15,0,0,0
290362,1990,0,0,17,0,0,16,0,0,0,0
290363,1990,0,0,0,0,0,0,0,0,0,0
290364,1990,24,19,16,21,28,15,14,10,35,17
290365,1990,10,10,10,10,10,10,10,10,10,10
290366,1990,0,0,0,0,0,0,0,0,0,0
290367,1990,15,15,15,15,15,17,15,15,15,15
290368,1990,0,0,0,0,0,0,0,0,0,0
290369,1990,0,0,0,0,0,0,0,0,0,0
290370,1990,22,22,22,22,22,22,22,22,22,22
290371,1990,0,0,0,0,0,0,0,0,9,0
290372,1990,0,17,8,14,0,22,0,0,0,9
290373,1990,0,16,0,0,0,0,0,0,0,0
290374,1990,19,19,19,19,19,19,19,19,19,19
290375,1990,0,0,0,0,0,0,0,0,0,0
290376,1990,0,10,0,22,23,7,0,0,15,0
290377,1990,36,36,36,36,36,36,36,36,36,36
290378,1990,0,0,0,0,0,0,0,0,0,0
290379,1990,17,11,13,21,10,23,19,13,12,11
290380,1990,0,0,0,0,0,0,0,0,0,0
290381,1990,16,22,29,18,22,19,21,16,10,25
290382,1990,17,17,17,17,17,17,17,17,17,17
290384,1990,21,21,21,21,21,21,21,21,21,21
290385,1990,0,9,22,16,15,0,17,33,6,29
290386,1990,22,22,23,22,22,22,22,22,22,22
290387,1990,10,0,18,28,29,18,26,25,19,18
290388,1990,10,10,10,10,10,10,10,10,10,27
290389,1990,21,12,22,19,5,6,7,16,5,6
290390,1990,9,13,35,6,14,0,21,18,17,42
290391,1990,20,20,20,20,20,20,20,20,20,20
290392,1990,26,26,26,26,26,26,26,26,26,26
290393,1990,0,0,0,0,0,0,0,0,0,0
290394,1990,31,6,0,25,0,0,0,33,15,0
290395,1990,30,30,30,30,30,30,30,30,30,30
290396,1990,13,13,13,13,13,13,13,13,13,13
290397,1990,18,18,18,18,18,18,18,18,18,18
290398,1990,0,23,0,0,0,0,0,3,0,0
290399,1990,0,0,0,21,0,11,0,0,0,0
290400,1990,9,9,9,9,9,9,9,9,9,9
290401,1990,24,24,24,24,24,24,24,24,24,24
290402,1990,8,17,21,30,12,0,10,0,0,13
290403,1990,10,14,14,19,18,21,8,0,18,0
290404,1990,10,10,10,10,10,10,10,10,10,10
290405,1990,18,20,6,10,26,8,8,19,22,5
290406,1990,6,6,6,6,6,6,6,6,6,6
290407,1990,29,29,29,29,29,29,29,29,29,29
290408,1990,0,0,0,0,0,0,16,0,0,0
290409,1990,0,0,0,0,0,0,0,0,0,0
290410,1990,0,0,0,0,13,12,16,20,14,13
290411,1990,0,0,0,0,0,0,0,14,0,0
290412,1990,17,22,27,14,18,16,15,7,16,11
290413,1990,0,9,0,0,0,20,0,9,22,28
290414,1990,0,0,0,0,0,0,0,0,0,0
290415,1990,0,0,0,0,0,0,0,0,0,0
290416,1990,0,0,19,0,0,0,0,15,0,0
290417,1990,0,0,0,0,0,0,0,0,0,0
290418,1990,0,0,0,0,0,0,0,2,0,0
290419,1990,0,0,15,0,0,0,18,0,0,13
290420,1990,26,0,31,29,17,0,11,20,15,15
290421,1990,5,5,5,5,5,5,5,5,5,5
290422,1990,28,0,0,0,0,0,0,0,0,22
290423,1990,0,0,0,0,0,0,0,0,0,0
290424,1990,14,14,14,14,14,14,14,14,14,14
290425,1990,25,25,25,25,25,25,25,25,25,25
290426,1990,0,4,0,18,17,15,28,7,28,12
290427,1990,0,29,0,14,20,11,0,0,0,10
290428,1990,0,0,0,0,0,0,0,0,0,0
290429,1990,0,0,0,0,0,0,0,0,0,0
290430,1990,0,8,0,0,0,0,0,0,13,0
290431,1990,0,0,0,0,0,0,0,0,0,0
290432,1990,16,16,16,16,16,16,16,16,16,16
290433,1990,6,6,6,6,6,6,6,6,6,6
290434,1990,15,15,15,15,15,15,15,15,15,15
290435,1990,0,0,0,11,0,0,0,0,0,12
290436,1990,27,27,27,27,27,27,27,27,27,27
290437,1990,0,13,0,0,0,0,0,0,0,0
290438,1990,0,0,0,0,0,0,0,0,0,0
290439,1990,0,0,0,0,0,0,0,0,0,0
290440,1990,21,21,21,21,21,21,21,21,21,21
290441,1990,17,15,28,14,31,23,25,17,23,16
290442,1990,38,40,25,25,19,28,26,20,17,4
290443,1990,4,4,4,4,4,4,4,4,4,4
290444,1990,17,30,21,23,28,23,28,21,12,18
290445,1990,16,9,18,23,15,47,24,4,33,18
290447,1990,12,0,14,3,17,12,38,0,13,0
290448,1990,8,28,14,22,13,7,18,0,14,22
290449,1990,18,18,18,18,18,18,18,18,18,18
290450,1990,25,25,25,25,25,25,25,25,25,25
290451,1990,1,1,1,1,1,1,1,1,1,1
290452,1990,9,0,0,0,0,0,0,0,0,0
290453,1990,0,16,14,39,0,0,16,14,4,0
290454,1990,13,13,13,13,13,13,13,13,13,13
290455,1990,0,0,0,0,0,7,0,0,0,0
290456,1990,0,0,5,0,0,0,13,8,10,12
290457,1990,0,0,0,0,0,0,0,0,0,0
290458,1990,0,0,0,0,0,0,0,0,0,0
290459,1990,0,0,0,0,0,0,0,0,0,0
290460,1990,0,19,0,0,14,19,0,0,0,15
290461,1990,0,0,0,0,0,0,0,0,0,0
290462,1990,0,0,0,0,0,0,0,0,0,0
290463,1990,19,0,27,6,12,31,0,22,0,5
290464,1990,23,12,0,0,0,0,0,19,0,0
290465,1990,22,14,19,21,0,24,0,33,11,22
290466,1990,5,5,5,5,5,5,5,5,5,5
290467,1990,4,17,16,28,16,11,0,0,5,0
290468,1990,14,12,11,29,6,7,15,7,13,10
290469,1990,0,0,14,9,0,0,0,9,25,0
290470,1990,0,0,0,0,0,0,0,0,0,0
290471,1990,0,11,11,14,15,11,18,14,25,0
290472,1990,24,24,24,24,24,24,24,24,24,24
290473,1990,8,8,8,8,8,8,8,8,8,8
290474,1990,32,0,5,9,29,19,10,5,32,8
290475,1990,17,22,7,0,0,17,23,16,25,12
290476,1990,19,12,24,16,11,11,3,24,8,12
290477,1990,0,0,0,10,0,0,0,0,0,0
290478,1990,0,0,0,0,0,0,0,0,0,0
290479,1990,26,26,26,26,26,26,26,26,26,26
290480,1990,23,0,9,7,19,14,11,16,9,18
290481,1990,0,0,0,0,0,0,0,0,0,0
290482,1990,0,0,0,0,0,0,0,0,0,0
290483,1990,0,0,0,0,0,0,0,0,0,0
290484,1990,21,21,21,21,21,21,21,21,21,21
290485,1990,9,11,9,20,16,12,32,12,12,12
290486,1990,0,30,13,0,18,0,0,0,0,0
290487,1990,16,16,16,16,16,16,16,16,16,16
290488,1990,0,0,0,0,0,0,0,0,0,0
290489,1990,20,25,23,9,9,0,8,0,19,22
290490,1990,30,26,9,31,9,14,11,19,19,14
290491,1990,22,22,22,22,22,22,22,22,22,22
290492,1990,0,0,9,0,0,0,29,0,0,0
290493,1990,24,9,24,35,20,11,9,0,13,11
290494,1990,10,10,10,10,10,10,10,10,10,10
290495,1990,21,0,0,0,0,0,5,0,27,0
290496,1990,9,0,0,0,29,6,0,6,0,0
290497,1990,0,0,0,0,0,0,0,0,0,0
290498,1990,21,10,10,6,23,15,25,12,11,25
290499,1990,0,0,0,10,0,0,0,0,0,0
290500,1990,0,0,0,0,16,0,0,0,0,0
290501,1990,0,11,18,0,23,0,12,4,0,4
290502,1990,19,12,8,36,7,3,19,10,19,27
290503,1990,2,2,2,2,2,2,2,2,2,2
290504,1990,29,29,39,29,29,29,29,29,29,29
290505,1990,5,0,0,0,0,0,17,0,0,0
290506,1990,0,0,0,0,0,0,0,0,0,0
290507,1990,0,0,9,14,0,0,0,0,5,6
290508,1990,17,17,17,17,17,17,17,17,17,17
290509,1990,0,0,0,0,0,0,0,0,0,0
290511,1990,0,0,0,0,3,0,0,0,0,4
290512,1990,0,9,11,0,0,0,23,0,0,0
290513,1990,15,14,10,11,32,14,0,8,8,11
290514,1990,7,0,11,0,0,0,0,0,0,0
290515,1990,4,18,29,14,23,20,23,18,16,15
290516,1990,0,0,0,0,0,0,0,0,0,0
290517,1990,0,0,0,0,0,0,0,0,0,0
290518,1990,0,0,0,0,0,0,0,0,0,0
290519,1990,0,0,0,0,0,0,0,0,0,0
290520,1990,21,12,0,13,0,6,21,18,0,13
290521,1990,28,15,13,41,0,28,25,11,6,33
290522,1990,0,0,0,0,0,0,0,0,0,0
290523,1990,24,24,24,24,24,24,24,24,24,24
290524,1990,17,17,17,17,17,17,17,17,17,17
290525,1990,24,28,19,15,23,12,17,25,17,25
290526,1990,0,0,0,0,18,8,0,0,0,10
290527,1990,0,0,0,0,16,0,0,0,0,0
290528,1990,21,21,21,21,21,21,21,21,21,21
290529,1990,0,0,0,13,2,0,0,0,0,13
290530,1990,0,0,23,0,0,0,0,0,0,0
290531,1990,31,31,31,31,31,31,31,31,31,31
290532,1990,0,0,10,0,0,0,0,0,0,0
290533,1990,0,0,0,0,0,0,0,0,0,0
290534,1990,0,0,0,0,0,0,0,0,32,0
290535,1990,19,26,12,19,2,14,13,0,12,13
290536,1990,0,0,0,0,0,0,0,0,0,0
290537,1990,0,0,0,0,0,0,0,0,0,0
290538,1990,13,0,0,0,26,14,14,0,0,0
290539,1990,0,0,0,0,0,0,0,0,0,0
290540,1990,0,8,10,15,29,8,8,39,5,29
290541,1990,0,0,0,10,0,0,8,0,0,0
290542,1990,0,0,0,0,0,0,0,0,0,0
290543,1990,0,0,0,0,0,0,0,0,0,0
290544,1990,15,0,0,0,10,0,0,0,11,0
290545,1990,0,0,0,0,0,0,0,0,0,0
290546,1990,9,8,24,31,12,6,13,24,2,6
290547,1990,20,18,0,0,0,0,0,15,0,13
290548,1990,0,0,26,0,0,0,0,0,0,0
290549,1990,17,11,12,31,20,16,14,9,9,18
290550,1990,14,19,10,0,18,11,9,9,22,23
290551,1990,0,23,0,0,6,0,0,2,0,12
290552,1990,19,19,19,19,19,19,20,26,19,19
290553,1990,16,16,16,16,16,16,16,16,16,16
290554,1990,11,11,11,11,11,11,11,11,11,11
290555,1990,0,0,0,0,0,0,0,0,0,0
290556,1990,14,20,19,27,20,8,21,11,14,7
290557,1990,21,0,0,0,0,10,24,22,0,0
290558,1990,32,7,10,0,16,9,22,16,0,14
290559,1990,11,0,0,21,3,0,0,0,0,0
290560,1990,0,0,0,0,0,0,0,0,0,0
290561,1990,29,4,11,8,22,30,27,36,18,13
290562,1990,29,14,11,16,24,4,18,30,26,5
290563,1990,0,0,0,0,0,0,0,0,0,0
290564,1990,0,0,0,0,0,0,0,0,0,0
290565,1990,0,0,0,0,0,0,0,0,0,0
290566,1990,24,19,13,13,14,15,22,23,15,13
290567,1990,14,14,0,13,8,0,0,2,0,15
290568,1990,10,19,21,35,18,3,16,9,11,13
290569,1990,24,24,24,26,24,25,24,24,24,24
290570,1990,18,18,18,18,18,18,18,18,18,18
290571,1990,20,20,20,20,20,20,20,20,20,20
290572,1990,0,0,0,0,0,0,0,0,0,0
290573,1990,2,2,2,2,6,2,2,2,2,2
